coef_1,coef_2,correlation,interaction,redundancy,synergy,y_mean,main effects
0.0,0.0,0.6,1.0,0.1742694038585308,0.5407092037505308,0.6095,"(0.0, 0.0)"
0.0,0.0,0.6,1.0,0.18937694671793676,0.517610819695884,0.596,"(0.0, 0.0)"
0.0,0.0,0.6,1.0,0.15358025681863707,0.5028576896216597,0.607,"(0.0, 0.0)"
0.0,0.0,0.6,1.0,0.12845734903198502,0.5398424404492858,0.612,"(0.0, 0.0)"
0.0,0.0,0.6,1.0,0.14188042062732506,0.5241504986391918,0.6,"(0.0, 0.0)"
0.0,0.0,0.6,1.0,0.16899619726671739,0.5445991304946326,0.606,"(0.0, 0.0)"
0.0,0.0,0.6,1.0,0.15020192589122044,0.546296787221587,0.613,"(0.0, 0.0)"
0.0,0.0,0.6,1.0,0.18637954100648635,0.512144180363253,0.628,"(0.0, 0.0)"
0.0,0.0,0.6,1.0,0.17692497993736556,0.5004739005197784,0.611,"(0.0, 0.0)"
0.0,0.0,0.6,1.0,0.15729521257776352,0.5385411282761502,0.61,"(0.0, 0.0)"
0.0,0.0,0.6,1.0,0.15175947863513062,0.5410243864770727,0.594,"(0.0, 0.0)"
0.0,0.0,0.6,1.0,0.16628602157229544,0.5411596845901911,0.6035,"(0.0, 0.0)"
0.0,0.0,0.6,1.0,0.18990487868860378,0.49788504462967237,0.602,"(0.0, 0.0)"
0.0,0.0,0.6,1.0,0.15569550758739975,0.5295466650994283,0.595,"(0.0, 0.0)"
0.0,0.0,0.6,1.0,0.15425674927744398,0.534679224916828,0.608,"(0.0, 0.0)"
0.0,0.0,0.6,1.0,0.20063236364151743,0.534853168295613,0.6065,"(0.0, 0.0)"
0.0,0.0,0.8,1.0,0.3327757377775473,0.4393683918534472,0.631,"(0.0, 0.0)"
0.0,0.0,0.8,1.0,0.3082894723211583,0.45781528985887776,0.6365,"(0.0, 0.0)"
0.0,0.0,0.8,1.0,0.2911340170529019,0.4270908771327463,0.6235,"(0.0, 0.0)"
0.0,0.0,0.8,1.0,0.317887030493928,0.4204456880323225,0.6445,"(0.0, 0.0)"
0.0,0.0,0.8,1.0,0.308779855519437,0.45306376530239606,0.631,"(0.0, 0.0)"
0.0,0.0,0.8,1.0,0.2921302359663238,0.4388728159058385,0.647,"(0.0, 0.0)"
0.0,0.0,0.8,1.0,0.2895734076660947,0.4753916922932293,0.6375,"(0.0, 0.0)"
0.0,0.0,0.8,1.0,0.263450522770251,0.4393038002014815,0.6355,"(0.0, 0.0)"
0.0,0.0,0.8,1.0,0.32839689705406155,0.43601171811294454,0.637,"(0.0, 0.0)"
0.0,0.0,0.8,1.0,0.23692508374722326,0.4576901469827076,0.631,"(0.0, 0.0)"
0.0,0.0,0.8,1.0,0.24044115589334858,0.4504602791352539,0.634,"(0.0, 0.0)"
0.0,0.0,0.8,1.0,0.2891562332393863,0.4671855951043013,0.635,"(0.0, 0.0)"
0.0,0.0,0.8,1.0,0.297164494238552,0.4627596498599737,0.63,"(0.0, 0.0)"
0.0,0.0,0.8,1.0,0.3265013583701699,0.45428448304478614,0.6495,"(0.0, 0.0)"
0.0,0.0,0.8,1.0,0.33986165894353254,0.43255768545457074,0.645,"(0.0, 0.0)"
0.0,0.0,0.8,1.0,0.3209780454685185,0.42779239866721586,0.6315,"(0.0, 0.0)"
0.0,0.0,0.8,1.0,0.3104817175480643,0.4708119470882669,0.6405,"(0.0, 0.0)"
0.0,0.0,0.8,1.0,0.33756651577964913,0.4334374180880328,0.6365,"(0.0, 0.0)"
0.0,0.0,0.8,1.0,0.2369720043557072,0.4367544918481434,0.654,"(0.0, 0.0)"
0.0,0.0,0.8,1.0,0.31372747333957784,0.4520073909240787,0.6335,"(0.0, 0.0)"
0.0,0.0,0.0,2.0,0.010355312710519506,0.772744914742671,0.49,"(0.0, 0.0)"
0.0,0.0,0.0,2.0,0.0003662323168609012,0.7730971189899153,0.501,"(0.0, 0.0)"
0.0,0.0,0.0,2.0,0.0018206668682344963,0.7658133820835666,0.4705,"(0.0, 0.0)"
0.0,0.0,0.0,2.0,0.005346861109745112,0.7839352147848961,0.5115,"(0.0, 0.0)"
0.0,0.0,0.0,2.0,0.01359068566318182,0.7857677293268763,0.5005,"(0.0, 0.0)"
0.0,0.0,0.0,2.0,0.010207490549014674,0.775527045630708,0.4895,"(0.0, 0.0)"
0.0,0.0,0.0,2.0,0.0009876672476297561,0.7628966140722799,0.4945,"(0.0, 0.0)"
0.0,0.0,0.0,2.0,0.004945720383702398,0.7691361296554666,0.4785,"(0.0, 0.0)"
0.0,0.0,0.0,2.0,0.0007439546756089562,0.792196065564367,0.4865,"(0.0, 0.0)"
0.0,0.0,0.0,2.0,0.004274729689577471,0.7779032375650841,0.483,"(0.0, 0.0)"
0.0,0.0,0.0,2.0,0.0018229132103773594,0.7809499162268101,0.4815,"(0.0, 0.0)"
0.0,0.0,0.0,2.0,0.003379422024858103,0.7776809186709397,0.493,"(0.0, 0.0)"
0.0,0.0,0.0,2.0,0.00022264082793158974,0.7725735237383363,0.499,"(0.0, 0.0)"
0.0,0.0,0.0,2.0,0.008285967936596982,0.7805110337922343,0.504,"(0.0, 0.0)"
0.0,0.0,0.0,2.0,3.931357013081586e-05,0.7741546880213306,0.506,"(0.0, 0.0)"
0.0,0.0,0.0,2.0,0.00843164578746599,0.7487332219424081,0.493,"(0.0, 0.0)"
0.0,0.0,0.0,2.0,0.005579464603881602,0.7894363780626844,0.5175,"(0.0, 0.0)"
0.0,0.0,0.0,2.0,0.0036433742880416908,0.7920771513169933,0.493,"(0.0, 0.0)"
0.0,0.0,0.0,2.0,0.0014780139649820322,0.7822249863669959,0.502,"(0.0, 0.0)"
0.0,0.0,0.0,2.0,0.0075842309759657466,0.7558214191001469,0.502,"(0.0, 0.0)"
0.0,0.0,0.2,2.0,0.026176375829397087,0.7316745337407349,0.55,"(0.0, 0.0)"
0.0,0.0,0.2,2.0,0.04442802394130364,0.724456542077338,0.5565,"(0.0, 0.0)"
0.0,0.0,0.2,2.0,0.024282055819920774,0.7526587427194742,0.537,"(0.0, 0.0)"
0.0,0.0,0.2,2.0,0.04786515283370418,0.7251733186719395,0.563,"(0.0, 0.0)"
0.0,0.0,0.2,2.0,0.03834990528215938,0.7384906614146273,0.5605,"(0.0, 0.0)"
0.0,0.0,0.2,2.0,0.05795706487287618,0.7047962390410036,0.549,"(0.0, 0.0)"
0.0,0.0,0.2,2.0,0.03313079313929093,0.7255844596021379,0.53,"(0.0, 0.0)"
0.0,0.0,0.2,2.0,0.03927445664019366,0.729402098597971,0.542,"(0.0, 0.0)"
0.0,0.0,0.2,2.0,0.030207561451828298,0.736969266200596,0.5445,"(0.0, 0.0)"
0.0,0.0,0.2,2.0,0.03568596210017727,0.7049893145482194,0.554,"(0.0, 0.0)"
0.0,0.0,0.2,2.0,0.038412109779896036,0.7492949537857813,0.5475,"(0.0, 0.0)"
0.0,0.0,0.2,2.0,0.038199466526271805,0.7209322352103015,0.553,"(0.0, 0.0)"
0.0,0.0,0.2,2.0,0.03504747619320008,0.7222732306748997,0.554,"(0.0, 0.0)"
0.0,0.0,0.2,2.0,0.03446499067614721,0.7302000708584393,0.524,"(0.0, 0.0)"
0.0,0.0,0.2,2.0,0.025143759015670702,0.7126064398695515,0.5405,"(0.0, 0.0)"
0.0,0.0,0.2,2.0,0.05145835750033467,0.7208467515304113,0.5535,"(0.0, 0.0)"
0.0,0.0,0.2,2.0,0.03142979180586769,0.7446704165655036,0.5355,"(0.0, 0.0)"
0.0,0.0,0.2,2.0,0.03688815034205538,0.7311621155618371,0.5575,"(0.0, 0.0)"
0.0,0.0,0.2,2.0,0.03605001030639991,0.7325937548622794,0.5545,"(0.0, 0.0)"
0.0,0.0,0.2,2.0,0.027350430956334788,0.7473329472445442,0.5305,"(0.0, 0.0)"
0.0,0.0,0.4,2.0,0.09078530091139791,0.6799264133501365,0.5745,"(0.0, 0.0)"
0.0,0.0,0.4,2.0,0.10909765329371685,0.6567953541512548,0.592,"(0.0, 0.0)"
0.0,0.0,0.4,2.0,0.11064495787503859,0.6542553629029788,0.588,"(0.0, 0.0)"
0.0,0.0,0.4,2.0,0.1067538425078649,0.6173853880311602,0.584,"(0.0, 0.0)"
0.0,0.0,0.4,2.0,0.11040066568450789,0.643584434778227,0.6145,"(0.0, 0.0)"
0.0,0.0,0.4,2.0,0.11212588340654622,0.6451715128554593,0.594,"(0.0, 0.0)"
0.0,0.0,0.4,2.0,0.0927664151068978,0.6297046175461046,0.5815,"(0.0, 0.0)"
0.0,0.0,0.4,2.0,0.12135349813953802,0.6083669037997184,0.583,"(0.0, 0.0)"
0.0,0.0,0.4,2.0,0.08050219148269303,0.6704422607651118,0.567,"(0.0, 0.0)"
0.0,0.0,0.4,2.0,0.0991950253363613,0.624719905863554,0.585,"(0.0, 0.0)"
0.0,0.0,0.4,2.0,0.11400922381101096,0.6214699466076636,0.5925,"(0.0, 0.0)"
0.0,0.0,0.4,2.0,0.12254364508930213,0.6272452457808096,0.6055,"(0.0, 0.0)"
0.0,0.0,0.4,2.0,0.12221530309641501,0.6491944920849033,0.5925,"(0.0, 0.0)"
0.0,0.0,0.4,2.0,0.061312750834673656,0.645421194268972,0.558,"(0.0, 0.0)"
0.0,0.0,0.4,2.0,0.10351046991931705,0.6491101223406716,0.5815,"(0.0, 0.0)"
0.0,0.0,0.4,2.0,0.139087985738173,0.6204608594141479,0.615,"(0.0, 0.0)"
0.0,0.0,0.4,2.0,0.11339871236925093,0.6241196362189102,0.601,"(0.0, 0.0)"
0.0,0.0,0.4,2.0,0.09834607126887267,0.6705340717778485,0.587,"(0.0, 0.0)"
0.0,0.0,0.4,2.0,0.07377213566089891,0.6464431498643021,0.5925,"(0.0, 0.0)"
0.0,0.0,0.4,2.0,0.1397791905326313,0.624376422635136,0.6015,"(0.0, 0.0)"
0.0,0.0,0.6,2.0,0.2119041371162244,0.5481009613399517,0.6465,"(0.0, 0.0)"
0.0,0.0,0.6,2.0,0.19596857249623667,0.5341807246486964,0.6485,"(0.0, 0.0)"
0.0,0.0,0.6,2.0,0.2195979615909462,0.553278604045802,0.6455,"(0.0, 0.0)"
0.0,0.0,0.6,2.0,0.22301030466944324,0.552324229935005,0.6545,"(0.0, 0.0)"
0.0,0.0,0.6,2.0,0.1869988876931192,0.5618678944329741,0.6375,"(0.0, 0.0)"
0.0,0.0,0.6,2.0,0.23364007325761346,0.5287220552938308,0.6525,"(0.0, 0.0)"
0.0,0.0,0.6,2.0,0.23094909809894104,0.5224846323619318,0.639,"(0.0, 0.0)"
0.0,0.0,0.6,2.0,0.21291891223530685,0.5175592358389222,0.656,"(0.0, 0.0)"
0.0,0.0,0.6,2.0,0.23040772881936641,0.5436639185118035,0.649,"(0.0, 0.0)"
0.0,0.0,0.6,2.0,0.23226549259100443,0.5175777112150444,0.6445,"(0.0, 0.0)"
0.0,0.0,0.6,2.0,0.19438506966964908,0.5465776970317694,0.656,"(0.0, 0.0)"
0.0,0.0,0.6,2.0,0.20784835631222698,0.5350755213356024,0.6345,"(0.0, 0.0)"
0.0,0.0,0.6,2.0,0.22128048146524498,0.5446056932100438,0.6535,"(0.0, 0.0)"
0.0,0.0,0.6,2.0,0.22022568337745874,0.5330692603225093,0.638,"(0.0, 0.0)"
0.0,0.0,0.6,2.0,0.19427882533465934,0.5579856839383199,0.633,"(0.0, 0.0)"
0.0,0.0,0.6,2.0,0.2310785779046271,0.5417478618607716,0.6435,"(0.0, 0.0)"
0.0,0.0,0.6,2.0,0.21883835244078692,0.5289342017483577,0.637,"(0.0, 0.0)"
0.0,0.0,0.6,2.0,0.23405827740933327,0.5453027081039333,0.651,"(0.0, 0.0)"
0.0,0.0,0.6,2.0,0.21800552370967227,0.5298743171006514,0.653,"(0.0, 0.0)"
0.0,0.0,0.6,2.0,0.17263086746413905,0.5541420624901691,0.631,"(0.0, 0.0)"
0.0,0.0,0.8,2.0,0.3240404315018248,0.43467806820349975,0.7,"(0.0, 0.0)"
0.0,0.0,0.8,2.0,0.34944436821224745,0.4495913045075412,0.701,"(0.0, 0.0)"
0.0,0.0,0.8,2.0,0.3884009488878852,0.3902144523370564,0.693,"(0.0, 0.0)"
0.0,0.0,0.8,2.0,0.3339351615754098,0.44148695685402006,0.6725,"(0.0, 0.0)"
0.0,0.0,0.8,2.0,0.3338516789806155,0.45395945151845746,0.6645,"(0.0, 0.0)"
0.0,0.0,0.8,2.0,0.382444625492138,0.4126483529176628,0.706,"(0.0, 0.0)"
0.0,0.0,0.8,2.0,0.3627317177623236,0.44979105118732565,0.6845,"(0.0, 0.0)"
0.0,0.0,0.8,2.0,0.3506808486502446,0.4493898739338018,0.6785,"(0.0, 0.0)"
0.0,0.0,0.8,2.0,0.36026871691325985,0.44539798829285876,0.6745,"(0.0, 0.0)"
0.0,0.0,0.8,2.0,0.33223876601065994,0.45386906415157585,0.686,"(0.0, 0.0)"
0.0,0.0,0.8,2.0,0.3410458987593977,0.4482620066058649,0.696,"(0.0, 0.0)"
0.0,0.0,0.8,2.0,0.3621128504753025,0.4136692168439392,0.695,"(0.0, 0.0)"
0.0,0.0,0.8,2.0,0.3539826002690377,0.45723655927405504,0.7035,"(0.0, 0.0)"
0.0,0.0,0.8,2.0,0.31939624421588775,0.44109983864777347,0.696,"(0.0, 0.0)"
0.0,0.0,0.8,2.0,0.35938294920443836,0.4503712657143294,0.708,"(0.0, 0.0)"
0.0,0.0,0.8,2.0,0.3262250381521068,0.4455419991143105,0.6895,"(0.0, 0.0)"
0.0,0.0,0.8,2.0,0.37240021076503926,0.4121486162715854,0.717,"(0.0, 0.0)"
0.0,0.0,0.8,2.0,0.3681373038397849,0.4604354351972208,0.683,"(0.0, 0.0)"
0.0,0.0,0.8,2.0,0.37411035243843593,0.4456658835212472,0.689,"(0.0, 0.0)"
0.0,0.0,0.8,2.0,0.31671174775250505,0.4457956419621252,0.699,"(0.0, 0.0)"
0.0,0.0,0.0,3.0,0.007946878815740275,0.821287561112537,0.51,"(0.0, 0.0)"
0.0,0.0,0.0,3.0,0.004968877281420037,0.8091807014914433,0.4875,"(0.0, 0.0)"
0.0,0.0,0.0,3.0,0.001212874760223106,0.7967651563292688,0.505,"(0.0, 0.0)"
0.0,0.0,0.0,3.0,0.005292257930772102,0.7983700105444593,0.5205,"(0.0, 0.0)"
0.0,0.0,0.0,3.0,0.0020951566891593307,0.7899946059440379,0.478,"(0.0, 0.0)"
0.0,0.0,0.0,3.0,0.007611715704802098,0.8001582716184614,0.505,"(0.0, 0.0)"
0.0,0.0,0.0,3.0,0.0033876989720380553,0.7932206705019071,0.5035,"(0.0, 0.0)"
0.0,0.0,0.0,3.0,0.0023365559111274935,0.7950514710392109,0.5185,"(0.0, 0.0)"
0.0,0.0,0.0,3.0,0.0029319389475316983,0.8083042642112174,0.5095,"(0.0, 0.0)"
0.0,0.0,0.0,3.0,0.003189715659805434,0.8316578042817325,0.4885,"(0.0, 0.0)"
0.0,0.0,0.0,3.0,0.0008355952593179011,0.8072037322118639,0.502,"(0.0, 0.0)"
0.0,0.0,0.0,3.0,0.0011416947926644679,0.7982000590769716,0.485,"(0.0, 0.0)"
0.0,0.0,0.0,3.0,0.006020352630769051,0.7733600670305751,0.4745,"(0.0, 0.0)"
0.0,0.0,0.0,3.0,0.0029252843291340046,0.8168866129590835,0.506,"(0.0, 0.0)"
0.0,0.0,0.0,3.0,0.00035660114681211234,0.8102665416868904,0.5,"(0.0, 0.0)"
0.0,0.0,0.0,3.0,0.01263661447887521,0.7801304540888792,0.503,"(0.0, 0.0)"
0.0,0.0,0.0,3.0,0.0015948191751074333,0.807270977221989,0.491,"(0.0, 0.0)"
0.0,0.0,0.0,3.0,0.006552941250371301,0.8052790845746829,0.4885,"(0.0, 0.0)"
0.0,0.0,0.0,3.0,0.0003247158588901374,0.799190100093886,0.5055,"(0.0, 0.0)"
0.0,0.0,0.0,3.0,0.0016135055497932256,0.8069566520130678,0.4915,"(0.0, 0.0)"
0.0,0.0,0.2,3.0,0.044702679909416496,0.727840841841506,0.576,"(0.0, 0.0)"
0.0,0.0,0.2,3.0,0.05293340482835181,0.7545572145766978,0.5545,"(0.0, 0.0)"
0.0,0.0,0.2,3.0,0.04876731050955495,0.7617733155106259,0.55,"(0.0, 0.0)"
0.0,0.0,0.2,3.0,0.05082379929880916,0.7422856727141861,0.563,"(0.0, 0.0)"
0.0,0.0,0.2,3.0,0.03896351632475978,0.7606014867265298,0.54,"(0.0, 0.0)"
0.0,0.0,0.2,3.0,0.0295982863438356,0.7528966321652748,0.5505,"(0.0, 0.0)"
0.0,0.0,0.2,3.0,0.0726395158862013,0.7345248373051323,0.5535,"(0.0, 0.0)"
0.0,0.0,0.2,3.0,0.04220726406872234,0.7449464741507459,0.551,"(0.0, 0.0)"
0.0,0.0,0.2,3.0,0.03351619444312877,0.7601981915548781,0.552,"(0.0, 0.0)"
0.0,0.0,0.2,3.0,0.054787844388189975,0.7344828971822972,0.557,"(0.0, 0.0)"
0.0,0.0,0.2,3.0,0.05191794893366684,0.7399064875839185,0.588,"(0.0, 0.0)"
0.0,0.0,0.2,3.0,0.03600636122281238,0.7543700994078905,0.56,"(0.0, 0.0)"
0.0,0.0,0.2,3.0,0.03381556977166508,0.7646077642718927,0.5525,"(0.0, 0.0)"
0.0,0.0,0.2,3.0,0.03772643987719376,0.7571849070030294,0.548,"(0.0, 0.0)"
0.0,0.0,0.2,3.0,0.04980140864901671,0.7531807783603109,0.557,"(0.0, 0.0)"
0.0,0.0,0.2,3.0,0.04749109981993199,0.7451521957499683,0.554,"(0.0, 0.0)"
0.0,0.0,0.2,3.0,0.03358594777267494,0.7509721592276897,0.546,"(0.0, 0.0)"
0.0,0.0,0.2,3.0,0.03965896662920047,0.7684472755020575,0.5595,"(0.0, 0.0)"
0.0,0.0,0.2,3.0,0.016844562342833887,0.7712911228771451,0.555,"(0.0, 0.0)"
0.0,0.0,0.2,3.0,0.020444450757596034,0.7754590772247021,0.5345,"(0.0, 0.0)"
0.0,0.0,0.4,3.0,0.1271635736886425,0.6365899048745578,0.6255,"(0.0, 0.0)"
0.0,0.0,0.4,3.0,0.110394027310657,0.6635754518896688,0.604,"(0.0, 0.0)"
0.0,0.0,0.4,3.0,0.1173625755355352,0.6705986780066472,0.6095,"(0.0, 0.0)"
0.0,0.0,0.4,3.0,0.13586223624836932,0.6781650065926232,0.607,"(0.0, 0.0)"
0.0,0.0,0.4,3.0,0.12643042196342547,0.6554455934598884,0.605,"(0.0, 0.0)"
0.0,0.0,0.4,3.0,0.12062371232200225,0.6841347253227384,0.616,"(0.0, 0.0)"
0.0,0.0,0.4,3.0,0.09239615488916386,0.6680869927150652,0.602,"(0.0, 0.0)"
0.0,0.0,0.4,3.0,0.1307289135862894,0.6665830741114573,0.6105,"(0.0, 0.0)"
0.0,0.0,0.4,3.0,0.13450816530257706,0.685382724708861,0.619,"(0.0, 0.0)"
0.0,0.0,0.4,3.0,0.10508575262648359,0.6810986218106432,0.607,"(0.0, 0.0)"
0.0,0.0,0.4,3.0,0.12441484887688356,0.6608678086158983,0.6035,"(0.0, 0.0)"
0.0,0.0,0.4,3.0,0.12005521518792309,0.6625202399896799,0.6285,"(0.0, 0.0)"
0.0,0.0,0.4,3.0,0.11777824299926531,0.6537296616790527,0.617,"(0.0, 0.0)"
0.0,0.0,0.4,3.0,0.16157701353392373,0.6407117197418725,0.6275,"(0.0, 0.0)"
0.0,0.0,0.4,3.0,0.11277685268192991,0.6973982703731669,0.605,"(0.0, 0.0)"
0.0,0.0,0.4,3.0,0.12645610151863618,0.656162292510078,0.607,"(0.0, 0.0)"
0.0,0.0,0.4,3.0,0.12421547349291374,0.6653252902959335,0.595,"(0.0, 0.0)"
0.0,0.0,0.4,3.0,0.11275962687068661,0.6604356290258716,0.593,"(0.0, 0.0)"
0.0,0.0,0.4,3.0,0.11059298899355119,0.6653099644257918,0.61,"(0.0, 0.0)"
0.0,0.0,0.4,3.0,0.11907113194667243,0.6457175597185987,0.5955,"(0.0, 0.0)"
0.0,0.0,0.6,3.0,0.23663479215691935,0.5581544212136541,0.657,"(0.0, 0.0)"
0.0,0.0,0.6,3.0,0.17883511284804288,0.5658560612621915,0.669,"(0.0, 0.0)"
0.0,0.0,0.6,3.0,0.210809857457154,0.572690145853215,0.6555,"(0.0, 0.0)"
0.0,0.0,0.6,3.0,0.23053499410401407,0.5544568348908754,0.662,"(0.0, 0.0)"
0.0,0.0,0.6,3.0,0.23708471423852684,0.5450434809018896,0.672,"(0.0, 0.0)"
0.0,0.0,0.6,3.0,0.22784180350783612,0.5804012604758433,0.678,"(0.0, 0.0)"
0.0,0.0,0.6,3.0,0.22455362425675318,0.5774718171847094,0.672,"(0.0, 0.0)"
0.0,0.0,0.6,3.0,0.2393590300391876,0.5477995899999599,0.664,"(0.0, 0.0)"
0.0,0.0,0.6,3.0,0.24015851913370137,0.5533158711470827,0.6685,"(0.0, 0.0)"
0.0,0.0,0.6,3.0,0.22243811044481407,0.5605011315325725,0.657,"(0.0, 0.0)"
